buildYear,buildingAr,buildingType,buildingUse,buyerGbn,cdealDay,cdealType,dealAmount,dealDay,dealMonth,dealYear,dealingGbn,estateAgentSggNm,floor,jibun,landUse,plottageAr,sggCd,sggNm,shareDealingType,slerGbn,umdNm,시군구명,시도명
1995,296.0,일반,판매, , , ,"95,000",26,1,2023,중개거래,경남 창원의창구, ,1*,유통상업,496.5,48121,창원시 의창구, , ,팔용동,창원시 의창구,경상남도
2017,75.0,일반,제2종근린생활, , , ,"38,154",24,1,2023,직거래, , ,2**,자연녹지,484,48121,창원시 의창구, , ,동읍 석산리,창원시 의창구,경상남도
2018,165.77,집합,제2종근린생활, ,23.02.14,O,"240,000",31,1,2023,중개거래,경남 창원진해구,1,5*,계획관리, ,48121,창원시 의창구, , ,북면 감계리,창원시 의창구,경상남도
1996,329.72,일반,제2종근린생활, ,23.03.15,O,"300,000",11,1,2023,중개거래,경남 창원성산구, ,3*,일반상업,595.5,48121,창원시 의창구, , ,봉곡동,창원시 의창구,경상남도
1996,288.0,일반,판매, , , ,"105,000",17,1,2023,중개거래,경남 창원의창구, ,*,유통상업,487.3,48121,창원시 의창구, , ,팔용동,창원시 의창구,경상남도
1993,30.0,집합,제1종근린생활, , , ,"4,800",9,1,2023,직거래, ,2,1*,유통상업, ,48121,창원시 의창구, , ,팔용동,창원시 의창구,경상남도
1989,13.6,집합,제1종근린생활, , , ,"2,500",25,1,2023,직거래, ,1,2**,제2종전용주거, ,48121,창원시 의창구, , ,동읍 용잠리,창원시 의창구,경상남도
1989,13.6,집합,제1종근린생활, , , ,"2,500",25,1,2023,직거래, ,1,2**,제2종전용주거, ,48121,창원시 의창구, , ,동읍 용잠리,창원시 의창구,경상남도
1991,117.79,집합,제1종근린생활, , , ,"8,700",5,1,2023,직거래, , ,1**,준주거, ,48121,창원시 의창구, , ,봉곡동,창원시 의창구,경상남도
2002,23.59,집합,업무, , , ,"2,600",19,1,2023,중개거래,경남 창원의창구,2,1*,유통상업, ,48121,창원시 의창구, , ,팔용동,창원시 의창구,경상남도
1983,55.9,일반,제2종근린생활, , , ,"12,500",11,1,2023,직거래, , ,3**,일반상업,81.6,48121,창원시 의창구, , ,대산면 가술리,창원시 의창구,경상남도
1996,24.9,집합,제1종근린생활, ,23.01.19,O,"7,200",16,1,2023,중개거래,경남 창원의창구,1,1**,제2종전용주거, ,48121,창원시 의창구, , ,소답동,창원시 의창구,경상남도
1996,24.9,집합,제1종근린생활, , , ,"7,200",16,1,2023,중개거래,경남 창원성산구 경남 창원의창구,1,1**,제2종전용주거, ,48121,창원시 의창구, , ,소답동,창원시 의창구,경상남도
2015,120.51,집합,제1종근린생활, , , ,"31,000",4,1,2023,직거래, ,7,2**,준주거, ,48121,창원시 의창구, , ,북면 감계리,창원시 의창구,경상남도
2019,120.69,집합,업무, , , ,"31,500",12,1,2023,중개거래,경남 창원의창구,5,1**,일반상업, ,48121,창원시 의창구, , ,사림동,창원시 의창구,경상남도
2019,89.91,집합,업무, , , ,"23,500",12,1,2023,중개거래,경남 창원의창구,5,1**,일반상업, ,48121,창원시 의창구, , ,사림동,창원시 의창구,경상남도
2016,46.0,집합,제1종근린생활, , , ,"12,500",12,1,2023,직거래, ,1,1**,준주거, ,48121,창원시 의창구,지분, ,북면 무동리,창원시 의창구,경상남도
2002,27.0,집합,판매, , , ,"2,000",11,1,2023,직거래, , ,1*,유통상업, ,48121,창원시 의창구, , ,팔용동,창원시 의창구,경상남도
2002,27.0,집합,판매, , , ,"2,000",11,1,2023,직거래, , ,1*,유통상업, ,48121,창원시 의창구, , ,팔용동,창원시 의창구,경상남도
2002,23.59,집합,업무, , , ,"2,600",11,1,2023,중개거래,경남 창원의창구,2,1*,유통상업, ,48121,창원시 의창구, , ,팔용동,창원시 의창구,경상남도
1993,29.6,집합,판매, , , ,"3,000",5,1,2023,직거래, , ,1*,유통상업, ,48121,창원시 의창구, , ,팔용동,창원시 의창구,경상남도
2017,184.25,집합,제2종근린생활, , , ,"52,000",20,2,2023,직거래, ,3,1*,유통상업, ,48121,창원시 의창구, , ,팔용동,창원시 의창구,경상남도
1994,111.31,집합,제2종근린생활, , , ,"3,500",13,2,2023,중개거래,경남 창원마산합포구 경남 창원의창구, ,4**,제1종일반주거, ,48121,창원시 의창구, , ,도계동,창원시 의창구,경상남도
2016,28.12,집합,제2종근린생활, , , ,"8,688",27,2,2023,직거래, , ,2*,일반공업, ,48121,창원시 의창구, , ,팔용동,창원시 의창구,경상남도
1993,57.76,집합,판매, , , ,"3,300",18,2,2023,중개거래,경남 창원의창구,3,6*,준주거, ,48121,창원시 의창구, , ,봉곡동,창원시 의창구,경상남도
1995,185.94,일반,제2종근린생활, , , ,"39,500",25,2,2023,중개거래,경남 창원의창구, ,4**,제1종일반주거,202.7,48121,창원시 의창구, , ,도계동,창원시 의창구,경상남도
1990,21.6,집합,제2종근린생활, , , ,900,23,2,2023,직거래, , ,3**,제1종일반주거, ,48121,창원시 의창구, , ,도계동,창원시 의창구,경상남도
1990,28.8,집합,제2종근린생활, , , ,900,23,2,2023,직거래, , ,3**,제1종일반주거, ,48121,창원시 의창구, , ,도계동,창원시 의창구,경상남도
1994,111.31,집합,제2종근린생활, ,23.03.13,O,"3,500",13,2,2023,중개거래,경남 창원마산합포구 경남 창원의창구, ,4**,제1종일반주거, ,48121,창원시 의창구, , ,도계동,창원시 의창구,경상남도
1986,22.62,집합,판매, , , ,"5,000",9,2,2023,중개거래,경남 창원의창구, ,1**,준주거, ,48121,창원시 의창구, , ,소답동,창원시 의창구,경상남도
1986,12.87,집합,판매, , , ,"3,000",9,2,2023,중개거래,경남 창원의창구, ,1**,준주거, ,48121,창원시 의창구, , ,소답동,창원시 의창구,경상남도
2000,28.14,집합,제1종근린생활, , , ,"6,700",13,2,2023,중개거래,경남 창원성산구,2,1**,제3종일반주거, ,48121,창원시 의창구, , ,팔용동,창원시 의창구,경상남도
1990,48.06,집합,제2종근린생활, , , ,"21,000",9,2,2023,중개거래,경남 창원의창구,1,3**,제1종일반주거, ,48121,창원시 의창구, , ,도계동,창원시 의창구,경상남도
2003,39.0,집합,판매, , , ,"5,557",7,2,2023,직거래, , ,1*,유통상업, ,48121,창원시 의창구, , ,팔용동,창원시 의창구,경상남도
2018,180.0,집합,제2종근린생활, , , ,"90,000",16,2,2023,중개거래,경남 창원진해구 부산 부산진구,2,5*,계획관리, ,48121,창원시 의창구, , ,북면 감계리,창원시 의창구,경상남도
2018,165.77,집합,제2종근린생활, , , ,"120,000",16,2,2023,중개거래,경남 창원진해구 부산 부산진구,1,5*,계획관리, ,48121,창원시 의창구, , ,북면 감계리,창원시 의창구,경상남도
1999,16.45,집합,제1종근린생활, , , ,"12,000",14,2,2023,중개거래,경남 창원의창구,1,1**,제3종일반주거, ,48121,창원시 의창구, , ,팔용동,창원시 의창구,경상남도
2000,1970.7,일반,교육연구, , , ,"562,905",7,2,2023,직거래, , ,8*,제1종일반주거,2223.7,48121,창원시 의창구, , ,명서동,창원시 의창구,경상남도
2009,89.92,집합,제2종근린생활, , , ,"16,300",14,2,2023,중개거래,경남 창원성산구 경남 창원의창구,4,3**,제1종일반주거, ,48121,창원시 의창구, , ,도계동,창원시 의창구,경상남도
2022,320.0,일반,제2종근린생활, , , ,"50,000",8,2,2023,직거래, , ,5**,생산관리,999,48121,창원시 의창구, , ,동읍 노연리,창원시 의창구,경상남도
1991,36.39,집합,제1종근린생활, , , ,"18,000",4,2,2023,중개거래,경남 창원의창구,1,3**,제1종일반주거, ,48121,창원시 의창구, , ,도계동,창원시 의창구,경상남도
1995,82.62,일반,제2종근린생활, , , ,"68,000",30,3,2023,중개거래,경남 창원성산구 경남 창원의창구, ,4**,제1종일반주거,755,48121,창원시 의창구, , ,동읍 월잠리,창원시 의창구,경상남도
2003,82.56,집합,제2종근린생활, , , ,"30,000",19,3,2023,직거래, ,2,3*,일반상업, ,48121,창원시 의창구, , ,봉곡동,창원시 의창구,경상남도
