buildYear,buildingAr,buildingType,buildingUse,buyerGbn,cdealDay,cdealType,dealAmount,dealDay,dealMonth,dealYear,dealingGbn,estateAgentSggNm,floor,jibun,landUse,plottageAr,sggCd,sggNm,shareDealingType,slerGbn,umdNm,시군구명,시도명
1996,133.75,집합,제1종근린생활, , , ,"9,962",29,1,2016, , , ,1**,제1종일반주거, ,48121,창원시 의창구, , ,팔용동,창원시 의창구,경상남도
1996,100.02,집합,제1종근린생활, , , ,"7,447",29,1,2016, , , ,1**,제1종일반주거, ,48121,창원시 의창구, , ,팔용동,창원시 의창구,경상남도
1996,142.66,집합,제1종근린생활, , , ,"14,198",29,1,2016, , ,1,1**,제1종일반주거, ,48121,창원시 의창구, , ,팔용동,창원시 의창구,경상남도
1996,165.55,집합,제1종근린생활, , , ,"14,894",29,1,2016, , ,2,1**,제1종일반주거, ,48121,창원시 의창구, , ,팔용동,창원시 의창구,경상남도
1996,165.55,집합,제1종근린생활, , , ,"14,894",29,1,2016, , ,3,1**,제1종일반주거, ,48121,창원시 의창구, , ,팔용동,창원시 의창구,경상남도
1996,167.01,집합,제1종근린생활, , , ,"15,025",29,1,2016, , ,4,1**,제1종일반주거, ,48121,창원시 의창구, , ,팔용동,창원시 의창구,경상남도
1996,147.63,집합,제1종근린생활, , , ,"10,579",29,1,2016, , ,5,1**,제1종일반주거, ,48121,창원시 의창구, , ,팔용동,창원시 의창구,경상남도
1993,90.74,일반,제1종근린생활, , , ,"46,100",20,1,2016, , , ,3**,제2종일반주거,657,48121,창원시 의창구, , ,북면 내곡리,창원시 의창구,경상남도
 ,481.81,일반,제2종근린생활, , , ,"160,000",22,1,2016, , , ,9**,자연녹지,2083,48121,창원시 의창구, , ,북면 월백리,창원시 의창구,경상남도
1992,102.0,일반,제2종근린생활, , , ,"50,000",25,1,2016, , , ,1**,일반상업,210.4,48121,창원시 의창구, , ,팔용동,창원시 의창구,경상남도
2000,32.99,집합,제1종근린생활, , , ,"5,800",21,1,2016, , , ,1**,제3종일반주거, ,48121,창원시 의창구, , ,팔용동,창원시 의창구,경상남도
2000,29.76,집합,제1종근린생활, , , ,"5,200",21,1,2016, , , ,1**,제3종일반주거, ,48121,창원시 의창구, , ,팔용동,창원시 의창구,경상남도
1991,198.8,집합,제1종근린생활, , , ,"36,000",16,1,2016, , , ,3**,제1종일반주거, ,48121,창원시 의창구, , ,도계동,창원시 의창구,경상남도
2004,66.56,집합,제1종근린생활, , , ,"7,778",28,1,2016, , , ,3*,일반상업, ,48121,창원시 의창구, , ,팔용동,창원시 의창구,경상남도
2004,63.84,집합,제1종근린생활, , , ,"9,996",28,1,2016, , , ,3*,일반상업, ,48121,창원시 의창구, , ,팔용동,창원시 의창구,경상남도
2004,66.56,집합,제1종근린생활, , , ,"8,500",28,1,2016, , , ,3*,일반상업, ,48121,창원시 의창구, , ,팔용동,창원시 의창구,경상남도
2004,66.56,집합,제1종근린생활, , , ,"9,180",28,1,2016, , , ,3*,일반상업, ,48121,창원시 의창구, , ,팔용동,창원시 의창구,경상남도
2015,48.06,집합,제2종근린생활, , , ,"55,197",28,1,2016, , ,1,1**,준주거, ,48121,창원시 의창구, , ,북면 무동리,창원시 의창구,경상남도
2006,40.24,집합,제2종근린생활, , , ,"35,000",31,1,2016, , ,1,2**,일반상업, ,48121,창원시 의창구, , ,명서동,창원시 의창구,경상남도
2006,185.2,집합,제2종근린생활, , , ,"30,000",31,1,2016, , ,2,2**,일반상업, ,48121,창원시 의창구, , ,명서동,창원시 의창구,경상남도
2006,185.2,집합,기타, , , ,"30,000",31,1,2016, , ,3,2**,일반상업, ,48121,창원시 의창구, , ,명서동,창원시 의창구,경상남도
2006,114.65,집합,기타, , , ,"20,000",31,1,2016, , ,4,2**,일반상업, ,48121,창원시 의창구, , ,명서동,창원시 의창구,경상남도
2006,67.67,집합,기타, , , ,"18,000",31,1,2016, , , ,2**,일반상업, ,48121,창원시 의창구, , ,명서동,창원시 의창구,경상남도
2006,115.46,집합,기타, , , ,"20,000",31,1,2016, , , ,2**,일반상업, ,48121,창원시 의창구, , ,명서동,창원시 의창구,경상남도
2006,22.89,집합,기타, , , ,"2,000",31,1,2016, , , ,2**,일반상업, ,48121,창원시 의창구, , ,명서동,창원시 의창구,경상남도
2012,81.49,집합,제1종근린생활, , , ,"17,850",28,1,2016, , , ,7**,준주거, ,48121,창원시 의창구, , ,봉림동,창원시 의창구,경상남도
2012,153.23,집합,제1종근린생활, , , ,"33,565",28,1,2016, , , ,7**,준주거, ,48121,창원시 의창구, , ,봉림동,창원시 의창구,경상남도
 ,86.94,집합,제1종근린생활, , , ,"59,553",27,1,2016, , , ,2**,준주거, ,48121,창원시 의창구,지분, ,북면 감계리,창원시 의창구,경상남도
1991,73.71,집합,제2종근린생활, , , ,"30,500",26,1,2016, , ,1,4**,제1종일반주거, ,48121,창원시 의창구, , ,도계동,창원시 의창구,경상남도
2006,98.72,집합,제2종근린생활, , , ,"48,500",8,1,2016, , , ,1**,준주거, ,48121,창원시 의창구, , ,팔용동,창원시 의창구,경상남도
1996,67.66,집합,제1종근린생활, , , ,"6,500",23,1,2016, , , ,4*,준주거, ,48121,창원시 의창구, , ,사림동,창원시 의창구,경상남도
2008,363.19,일반,제2종근린생활, , , ,"88,500",4,1,2016, , , ,6**,제2종일반주거,229.9,48121,창원시 의창구, , ,서상동,창원시 의창구,경상남도
1995,345.02,집합,제1종근린생활, , , ,"60,000",27,1,2016, , ,1,3**,제1종일반주거, ,48121,창원시 의창구, , ,도계동,창원시 의창구,경상남도
2013,84.6,집합,제1종근린생활, , , ,"18,000",19,1,2016, , , ,3**,제1종일반주거, ,48121,창원시 의창구, , ,서상동,창원시 의창구,경상남도
2015,51.36,집합,제1종근린생활, , , ,"64,325",21,1,2016, , ,1,2**,준주거, ,48121,창원시 의창구,지분, ,북면 감계리,창원시 의창구,경상남도
1996,32.48,집합,제2종근린생활, , , ,"19,700",14,1,2016, , , ,3**,제1종일반주거, ,48121,창원시 의창구, , ,도계동,창원시 의창구,경상남도
2014,166.5,집합,제1종근린생활, , , ,"40,650",27,1,2016, , ,3,2**,준주거, ,48121,창원시 의창구, , ,북면 감계리,창원시 의창구,경상남도
1992,60.03,집합,제2종근린생활, , , ,"7,000",11,1,2016, , , ,3**,제2종일반주거, ,48121,창원시 의창구, , ,도계동,창원시 의창구,경상남도
1995,23.93,집합,제2종근린생활, , , ,"2,450",22,1,2016, , ,2,3**,제1종일반주거, ,48121,창원시 의창구, , ,도계동,창원시 의창구,경상남도
