buildYear,buildingAr,buildingType,buildingUse,buyerGbn,cdealDay,cdealType,dealAmount,dealDay,dealMonth,dealYear,dealingGbn,estateAgentSggNm,floor,jibun,landUse,plottageAr,sggCd,sggNm,shareDealingType,slerGbn,umdNm,시군구명,시도명
1949,123.53,일반,제1종근린생활,개인, , ,"30,000",25,1,2024,직거래, , ,*,기타,102.5,46110,목포시, ,개인,영해동1가,목포시,전라남도
1996,309.78,일반,제1종근린생활,개인,24.04.03,O,"27,050",24,1,2024,중개거래,전남 목포시, ,9**,제1종일반주거,196.9,46110,목포시, ,개인,상동,목포시,전라남도
2003,2454.66,일반,제1종근린생활,개인, , ,"31,384",22,1,2024,직거래, , ,8**,준주거,76.34,46110,목포시,지분,개인,상동,목포시,전라남도
1999,19.6,집합,판매,개인, , ,"55,000",5,1,2024,직거래, , ,1171,준주거, ,46110,목포시, ,개인,석현동,목포시,전라남도
1984,47.8,일반,제2종근린생활,개인, , ,"5,800",22,1,2024,중개거래,전남 목포시, ,7*,제1종일반주거,93,46110,목포시, ,개인,산정동,목포시,전라남도
1999,19.6,집합,판매,개인, , ,"31,000",9,1,2024,직거래, ,1,1171,준주거, ,46110,목포시, ,개인,석현동,목포시,전라남도
1999,84.4,일반,제2종근린생활,개인, , ,"14,700",2,1,2024,직거래, , ,1***,제2종일반주거,143,46110,목포시, ,개인,산정동,목포시,전라남도
2008,396.3,일반,제2종근린생활,개인, , ,"64,700",3,1,2024,중개거래,"전남 목포시, 전남 무안군", ,1***,일반상업,202.4,46110,목포시, ,개인,옥암동,목포시,전라남도
1993,105.48,일반,제1종근린생활,개인, , ,"13,800",20,2,2024,직거래, , ,1***,제2종일반주거,96.7,46110,목포시, ,개인,산정동,목포시,전라남도
2004,247.68,일반,기타,법인, , ,"110,000",21,2,2024,직거래, , ,1***,중심상업,383.5,46110,목포시, ,개인,상동,목포시,전라남도
2018,490.9,일반,제2종근린생활,개인, , ,"105,000",17,2,2024,중개거래,전남 목포시, ,1***,준주거,452.4,46110,목포시, ,개인,옥암동,목포시,전라남도
 ,45.81,집합,제1종근린생활,개인,24.04.22,O,"2,800",15,2,2024,중개거래,전남 무안군,1,1365,제2종일반주거, ,46110,목포시, ,개인,산정동,목포시,전라남도
1974,293.21,일반,제1종근린생활,개인, , ,"40,200",17,2,2024,직거래, , ,1**,일반상업,124,46110,목포시, ,개인,남교동,목포시,전라남도
1987,300.96,일반,숙박,개인, , ,"5,500",23,2,2024,직거래, , ,3**,일반상업,149,46110,목포시, ,개인,호남동,목포시,전라남도
1997,96.89,집합,제1종근린생활,개인, , ,"5,964",20,2,2024,중개거래,전남 목포시,1,987-3,일반상업, ,46110,목포시, ,개인,상동,목포시,전라남도
1997,96.89,집합,제1종근린생활,개인, , ,"5,964",20,2,2024,중개거래,전남 목포시,2,987-3,일반상업, ,46110,목포시, ,개인,상동,목포시,전라남도
1997,96.89,집합,제2종근린생활,개인, , ,"5,964",20,2,2024,중개거래,전남 목포시,3,987-3,일반상업, ,46110,목포시, ,개인,상동,목포시,전라남도
1997,17.85,집합,제1종근린생활,개인, , ,"5,964",20,2,2024,중개거래,전남 목포시, ,987-3,일반상업, ,46110,목포시, ,개인,상동,목포시,전라남도
2003,145.56,일반,기타,개인, , ,"23,000",8,2,2024,직거래, , ,1***,중심상업,175,46110,목포시, ,개인,상동,목포시,전라남도
1991,386.01,일반,제2종근린생활,개인, , ,"30,000",8,2,2024,중개거래,전남 목포시, ,1***,제1종일반주거,216.4,46110,목포시, ,개인,산정동,목포시,전라남도
1997,933.7,일반,숙박,개인, , ,"135,000",5,2,2024,중개거래,전남 목포시, ,1***,일반상업,234.3,46110,목포시, ,개인,옥암동,목포시,전라남도
1995,89.1,일반,제2종근린생활,법인, , ,"63,540",6,3,2024,중개거래,전남 목포시, ,4**,제2종일반주거,467,46110,목포시, ,개인,용해동,목포시,전라남도
 ,284.4,일반,제1종근린생활,개인, , ,"80,000",29,3,2024,중개거래,전남 목포시, ,1***,일반상업,407.9,46110,목포시, ,개인,옥암동,목포시,전라남도
1995,198.9,일반,제1종근린생활,법인, , ,"4,000",30,3,2024,직거래, , ,*,일반상업,64.74,46110,목포시,지분,개인,무안동,목포시,전라남도
1981,163.65,일반,판매,개인, , ,"34,000",18,3,2024,직거래, , ,1***,제1종일반주거,278.4,46110,목포시, ,개인,산정동,목포시,전라남도
2018,75.77,집합,제1종근린생활,개인, , ,"83,000",25,3,2024,중개거래,전남 목포시,1,2025-3,준주거, ,46110,목포시, ,개인,연산동,목포시,전라남도
2002,1482.59,일반,숙박,개인, , ,"135,000",29,3,2024,직거래, , ,1***,일반상업,438.7,46110,목포시, ,개인,옥암동,목포시,전라남도
1999,21.42,집합,판매,개인, , ,"15,500",27,3,2024,직거래, , ,1383,준주거, ,46110,목포시, ,개인,산정동,목포시,전라남도
2021,952.0,일반,기타,개인, , ,"213,356",29,3,2024,직거래, , ,9**,자연녹지,4799,46110,목포시, ,개인,석현동,목포시,전라남도
1995,89.1,일반,제2종근린생활,법인,24.11.22,O,"63,540",4,3,2024,중개거래,전남 목포시, ,4**,제2종일반주거,467,46110,목포시, ,개인,용해동,목포시,전라남도
1972,90.25,일반,숙박,개인, , ,"4,300",11,3,2024,직거래, , ,*,일반상업,72.7,46110,목포시, ,개인,상락동2가,목포시,전라남도
1999,91.73,일반,제2종근린생활,개인, , ,"12,000",4,3,2024,중개거래,전남 목포시, ,1***,제2종일반주거,165.3,46110,목포시, ,개인,용당동,목포시,전라남도
1985,4584.94,일반,업무,법인, , ,"228,736",26,3,2024,중개거래,인천 남동구, ,*,일반상업,1246,46110,목포시, ,법인,명륜동,목포시,전라남도
2005,297.18,일반,제2종근린생활,개인, , ,"90,000",18,3,2024,직거래, , ,1***,중심상업,384.4,46110,목포시, ,개인,상동,목포시,전라남도
1991,33.0,집합,제1종근린생활,개인, , ,"15,700",20,3,2024,직거래, ,1,1202,준공업, ,46110,목포시, ,개인,산정동,목포시,전라남도
1976,122.3,일반,제2종근린생활,개인, , ,"9,000",15,3,2024,직거래, , ,1***,일반상업,106,46110,목포시, ,개인,산정동,목포시,전라남도
2006,445.8,일반,제1종근린생활,법인, , ,"45,200",7,3,2024,직거래, , ,9**,제1종일반주거,626.9,46110,목포시, ,개인,용해동,목포시,전라남도
1999,21.42,집합,판매,개인, , ,"2,500",6,3,2024,직거래, , ,1383,준주거, ,46110,목포시, ,개인,산정동,목포시,전라남도
 ,657.76,일반,숙박,개인, , ,"26,000",6,3,2024,중개거래,전남 목포시, ,9**,일반상업,254.2,46110,목포시, ,개인,옥암동,목포시,전라남도
2014,250.24,일반,제2종근린생활,개인, , ,"69,000",29,4,2024,직거래, , ,6**,제2종일반주거,230,46110,목포시, ,개인,석현동,목포시,전라남도
1969,273.12,일반,제1종근린생활,개인, , ,"74,000",29,4,2024,직거래, , ,*,일반상업,116,46110,목포시, ,개인,명륜동,목포시,전라남도
1935,253.72,일반,제1종근린생활,개인, , ,"12,500",23,4,2024,직거래, , ,*,일반상업,205,46110,목포시, ,개인,복만동,목포시,전라남도
2016,160.88,집합,제2종근린생활,개인, , ,"54,700",2,4,2024,중개거래,전남 목포시, ,1110-32,준공업, ,46110,목포시, ,개인,산정동,목포시,전라남도
2016,158.34,집합,제2종근린생활,개인, , ,"28,300",2,4,2024,중개거래,전남 목포시, ,1110-32,준공업, ,46110,목포시, ,개인,산정동,목포시,전라남도
2009,551.6,일반,제1종근린생활,개인, , ,"178,700",14,4,2024,중개거래,전남 목포시, ,1***,일반상업,789,46110,목포시, ,개인,상동,목포시,전라남도
2012,284.4,일반,제1종근린생활,개인,24.04.23,O,"80,000",2,4,2024,중개거래,전남 목포시, ,1***,일반상업,407.9,46110,목포시, ,개인,옥암동,목포시,전라남도
1994,78.24,집합,제2종근린생활,개인, , ,"5,000",2,4,2024,직거래, , ,363-43,제1종일반주거, ,46110,목포시, ,개인,죽교동,목포시,전라남도
2007,19.72,일반,제1종근린생활,법인, , ,"9,192",27,5,2024,직거래, , ,1*,일반공업,70.2,46110,목포시,지분,개인,금화동,목포시,전라남도
2001,1110.44,일반,숙박,개인, , ,"200,000",28,5,2024,중개거래,전남 목포시, ,1***,일반상업,288.9,46110,목포시, ,개인,상동,목포시,전라남도
2014,968.32,일반,제1종근린생활,개인, , ,"190,000",21,5,2024,직거래, , ,1***,중심상업,611.4,46110,목포시, ,개인,상동,목포시,전라남도
1955,46.28,일반,제1종근린생활,개인, , ,"6,000",31,5,2024,직거래, , ,1*,일반상업,49.6,46110,목포시, ,개인,죽동,목포시,전라남도
2005,23.1,일반,제1종근린생활,개인, , ,"2,100",31,5,2024,직거래, , ,1***,제1종일반주거,40.0,46110,목포시, ,개인,산정동,목포시,전라남도
2007,99.0,일반,제1종근린생활,개인, , ,"28,000",17,5,2024,직거래, , ,1***,일반상업,162.0,46110,목포시, ,개인,옥암동,목포시,전라남도
1988,306.69,일반,숙박,법인, , ,"30,000",31,5,2024,중개거래,전남 목포시, ,*,일반상업,132.2,46110,목포시, ,개인,축복동3가,목포시,전라남도
1997,199.59,일반,제1종근린생활,개인, , ,"30,000",16,5,2024,직거래, , ,1*,일반상업,96.0,46110,목포시, ,개인,대안동,목포시,전라남도
