buildYear,buildingAr,buildingType,buildingUse,buyerGbn,cdealDay,cdealType,dealAmount,dealDay,dealMonth,dealYear,dealingGbn,estateAgentSggNm,floor,jibun,landUse,plottageAr,sggCd,sggNm,shareDealingType,slerGbn,umdNm,시군구명,시도명
1995,1566.63,일반,숙박, , , ,"95,480",22,1,2016, , , ,1**,계획관리,640,47111,포항시 남구, , ,장기면 두원리,포항시 남구,경상북도
2011,135.0,일반,제2종근린생활, , , ,"31,000",25,1,2016, , , ,5**,제2종일반주거,235.9,47111,포항시 남구, , ,효자동,포항시 남구,경상북도
1999,33.05,일반,판매, , , ,"10,800",29,1,2016, , , ,3**,제1종일반주거,226.5,47111,포항시 남구, , ,오천읍 문덕리,포항시 남구,경상북도
2006,155.09,집합,교육연구, , , ,"28,000",29,1,2016, , ,5,6**,제2종일반주거, ,47111,포항시 남구, , ,이동,포항시 남구,경상북도
1993,920.33,일반,숙박, , , ,"54,800",12,1,2016, , , ,9**,일반상업,428.8,47111,포항시 남구, , ,대잠동,포항시 남구,경상북도
1999,739.47,일반,제2종근린생활, , , ,"50,000",15,1,2016, , , ,6**,자연녹지,1405,47111,포항시 남구, , ,동해면 도구리,포항시 남구,경상북도
1991,904.0,일반,숙박, , , ,"59,500",7,1,2016, , , ,9**,일반상업,435.1,47111,포항시 남구, , ,대잠동,포항시 남구,경상북도
2013,396.8,일반,제1종근린생활, , , ,"49,000",5,1,2016, , , ,1*,제1종일반주거,341,47111,포항시 남구, , ,구룡포읍 구룡포리,포항시 남구,경상북도
1982,561.31,일반,제2종근린생활, , , ,"47,000",25,1,2016, , , ,1*,일반상업,234,47111,포항시 남구, , ,상도동,포항시 남구,경상북도
2013,1347.93,일반,숙박, , , ,"295,000",7,1,2016, , , ,3**,일반상업,1142.3,47111,포항시 남구, , ,오천읍 문덕리,포항시 남구,경상북도
2015,64.56,집합,제2종근린생활, , , ,"10,660",18,1,2016, , , ,7*,일반상업, ,47111,포항시 남구, , ,해도동,포항시 남구,경상북도
2015,67.11,집합,제2종근린생활, , , ,"10,700",18,1,2016, , , ,7*,일반상업, ,47111,포항시 남구, , ,해도동,포항시 남구,경상북도
2006,52.42,일반,제2종근린생활, , , ,"14,000",5,1,2016, , , ,2*,제2종일반주거,209.6,47111,포항시 남구, , ,대도동,포항시 남구,경상북도
2002,504.42,일반,제2종근린생활, , , ,"59,500",27,2,2016, , , ,4**,제2종일반주거,347.8,47111,포항시 남구, , ,대잠동,포항시 남구,경상북도
2003,98.7,일반,제2종근린생활, , , ,"17,800",21,2,2016, , , ,1*,제2종일반주거,178,47111,포항시 남구, , ,오천읍 문덕리,포항시 남구,경상북도
2010,234.44,일반,제2종근린생활, , , ,"109,000",15,2,2016, , , ,1***,제2종일반주거,433.1,47111,포항시 남구, , ,오천읍 원리,포항시 남구,경상북도
