buildYear,buildingAr,buildingType,buildingUse,buyerGbn,cdealDay,cdealType,dealAmount,dealDay,dealMonth,dealYear,dealingGbn,estateAgentSggNm,floor,jibun,landUse,plottageAr,sggCd,sggNm,shareDealingType,slerGbn,umdNm,시군구명,시도명
2015,316.68,일반,제2종근린생활, , , ,"128,000",18,1,2017, , , ,9**,제1종일반주거,422,47111,포항시 남구, , ,오천읍 원리,포항시 남구,경상북도
2007,24.59,집합,판매, , , ,"30,000",30,1,2017, , ,10,5**,일반상업, ,47111,포항시 남구, , ,상도동,포항시 남구,경상북도
2014,57.96,집합,제1종근린생활, , , ,"27,500",24,1,2017, , ,1,5**,일반상업, ,47111,포항시 남구, , ,상도동,포항시 남구,경상북도
1992,293.55,일반,제2종근린생활, , , ,"33,000",20,1,2017, , , ,8*,제2종일반주거,165.6,47111,포항시 남구, , ,대도동,포항시 남구,경상북도
2016,76.24,집합,제1종근린생활, , , ,"22,300",12,1,2017, , , ,1**,제2종일반주거, ,47111,포항시 남구, , ,오천읍 문덕리,포항시 남구,경상북도
2016,107.51,집합,제1종근린생활, , , ,"27,972",20,1,2017, , , ,1**,제2종일반주거, ,47111,포항시 남구, , ,오천읍 문덕리,포항시 남구,경상북도
2003,983.65,일반,숙박, , , ,"180,000",10,1,2017, , , ,9**,일반상업,505.8,47111,포항시 남구, , ,대잠동,포항시 남구,경상북도
2013,1497.17,일반,숙박, , , ,"305,000",25,1,2017, , , ,9**,일반상업,829,47111,포항시 남구, , ,구룡포읍 구룡포리,포항시 남구,경상북도
2016,192.57,일반,제2종근린생활, , , ,"54,000",25,1,2017, , , ,9**,제2종일반주거,342,47111,포항시 남구, , ,오천읍 원리,포항시 남구,경상북도
2007,27.85,집합,판매, , , ,"50,000",23,1,2017, , ,10,5**,일반상업, ,47111,포항시 남구, , ,상도동,포항시 남구,경상북도
2007,24.46,집합,판매, , , ,"22,000",30,1,2017, , ,10,5**,일반상업, ,47111,포항시 남구, , ,상도동,포항시 남구,경상북도
2007,19.73,집합,판매, , , ,"18,000",30,1,2017, , ,11,5**,일반상업, ,47111,포항시 남구, , ,상도동,포항시 남구,경상북도
2016,123.54,집합,제1종근린생활, , , ,"22,600",20,1,2017, , , ,1**,제2종일반주거, ,47111,포항시 남구, , ,오천읍 문덕리,포항시 남구,경상북도
1990,766.86,일반,업무, , , ,"113,000",2,1,2017, , , ,9**,준주거,572,47111,포항시 남구, , ,대잠동,포항시 남구,경상북도
2014,215.16,일반,제1종근린생활, , , ,"60,000",25,1,2017, , , ,8**,제3종일반주거,431.4,47111,포항시 남구, , ,오천읍 원리,포항시 남구,경상북도
1995,492.44,일반,제2종근린생활, , , ,"110,000",4,1,2017, , , ,9**,일반상업,330.6,47111,포항시 남구, , ,대잠동,포항시 남구,경상북도
1973,18.2,일반,제1종근린생활, , , ,"11,000",9,1,2017, , , ,4*,제2종일반주거,171.6,47111,포항시 남구, , ,해도동,포항시 남구,경상북도
2009,197.2,일반,제1종근린생활, , , ,"29,000",5,1,2017, , , ,2**,제2종일반주거,349.5,47111,포항시 남구, , ,오천읍 문덕리,포항시 남구,경상북도
2002,339.63,일반,제2종근린생활, , , ,"43,000",16,1,2017, , , ,8**,일반상업,250,47111,포항시 남구, , ,오천읍 세계리,포항시 남구,경상북도
2012,52.8,집합,제1종근린생활, , , ,"25,000",16,1,2017, , ,1,5**,제3종일반주거, ,47111,포항시 남구, , ,효자동,포항시 남구,경상북도
2001,188.6,일반,제2종근린생활, , , ,"46,000",21,2,2017, , , ,6**,제2종일반주거,335.7,47111,포항시 남구, , ,이동,포항시 남구,경상북도
2016,348.19,일반,제2종근린생활, , , ,"91,500",21,2,2017, , , ,6**,제2종일반주거,199,47111,포항시 남구, , ,상도동,포항시 남구,경상북도
1989,367.81,일반,제1종근린생활, , , ,"44,000",16,2,2017, , , ,8*,제2종일반주거,215.8,47111,포항시 남구, , ,대도동,포항시 남구,경상북도
