buildYear,buildingAr,buildingType,buildingUse,buyerGbn,cdealDay,cdealType,dealAmount,dealDay,dealMonth,dealYear,dealingGbn,estateAgentSggNm,floor,jibun,landUse,plottageAr,sggCd,sggNm,shareDealingType,slerGbn,umdNm,시군구명,시도명
2015,315.59,일반,기타, , , ,"80,000",5,1,2023,직거래, , ,3**,자연녹지,590,51110,춘천시, , ,동내면 거두리,춘천시,강원특별자치도
2021,34.5,집합,제2종근린생활, , , ,"16,545",27,1,2023,직거래, ,2,9**,제3종일반주거, ,51110,춘천시, , ,후평동,춘천시,강원특별자치도
2021,33.75,집합,제2종근린생활, , , ,"16,158",27,1,2023,직거래, ,2,9**,제3종일반주거, ,51110,춘천시, , ,후평동,춘천시,강원특별자치도
2021,34.5,집합,제2종근린생활, , , ,"16,545",27,1,2023,직거래, ,2,9**,제3종일반주거, ,51110,춘천시, , ,후평동,춘천시,강원특별자치도
2021,39.6,일반,업무, , , ,"19,543",27,1,2023,직거래, , ,4**,제2종일반주거,139.5,51110,춘천시,지분, ,사농동,춘천시,강원특별자치도
1989,63.67,집합,제2종근린생활, , , ,"10,000",18,1,2023,중개거래,강원 춘천시,2,4**,제2종일반주거, ,51110,춘천시, , ,후평동,춘천시,강원특별자치도
2001,229.47,일반,제2종근린생활, , , ,"63,500",14,1,2023,중개거래,강원 춘천시, ,6**,제2종일반주거,221.5,51110,춘천시, , ,효자동,춘천시,강원특별자치도
2019,43.61,집합,제2종근린생활, , , ,"43,000",18,1,2023,직거래, , ,1***,제3종일반주거, ,51110,춘천시, , ,퇴계동,춘천시,강원특별자치도
1995,336.0,일반,판매, , , ,"38,000",17,1,2023,직거래, , ,9**,제2종일반주거,189.6,51110,춘천시, , ,퇴계동,춘천시,강원특별자치도
1997,176.62,일반,제2종근린생활, , , ,"55,000",16,1,2023,중개거래,강원 춘천시, ,3**,제2종일반주거,134,51110,춘천시, , ,퇴계동,춘천시,강원특별자치도
2001,2737.36,일반,제2종근린생활, , , ,"119,719",8,1,2023,중개거래,서울 영등포구, ,2**,일반상업,836,51110,춘천시, , ,남산면 강촌리,춘천시,강원특별자치도
 ,556.23,일반,제1종근린생활, , , ,"164,000",2,1,2023,중개거래,강원 춘천시, ,6*,일반상업,153.1,51110,춘천시, , ,중앙로2가,춘천시,강원특별자치도
2003,126.0,일반,제2종근린생활, , , ,"86,000",17,2,2023,중개거래,강원 춘천시, ,2**,자연녹지,1653,51110,춘천시, , ,동면 만천리,춘천시,강원특별자치도
2010,204.52,집합,제1종근린생활, ,23.07.18,O,"44,000",8,2,2023,직거래, ,3,6**,일반상업, ,51110,춘천시, , ,후평동,춘천시,강원특별자치도
