buildYear,buildingAr,buildingType,buildingUse,buyerGbn,cdealDay,cdealType,dealAmount,dealDay,dealMonth,dealYear,dealingGbn,estateAgentSggNm,floor,jibun,landUse,plottageAr,sggCd,sggNm,shareDealingType,slerGbn,umdNm,시군구명,시도명
2017,67.2,집합,제2종근린생활,개인, , ,"39,200",7,1,2025,직거래, ,1,67-2,일반상업, ,44131,천안시 동남구, ,법인,영성동,천안시 동남구,충청남도
1985,249.44,일반,제1종근린생활,법인,25.02.27,O,"366,150",31,1,2025,중개거래,충남 천안시 동남구, ,1**,일반상업,775,44131,천안시 동남구, ,개인,문화동,천안시 동남구,충청남도
2015,481.56,일반,제2종근린생활,개인, , ,"120,000",20,1,2025,중개거래,충남 천안시 동남구, ,1***,제1종일반주거,267.7,44131,천안시 동남구, ,개인,신방동,천안시 동남구,충청남도
1994,109.02,집합,제2종근린생활,개인, , ,"12,000",10,1,2025,중개거래,충남 천안시 서북구,1,58-1,제2종일반주거, ,44131,천안시 동남구, ,개인,목천읍 서리,천안시 동남구,충청남도
1992,34.3,집합,제1종근린생활,개인, , ,"4,000",20,1,2025,직거래, , ,183,제2종일반주거, ,44131,천안시 동남구, ,개인,청수동,천안시 동남구,충청남도
1995,90.72,일반,제1종근린생활,개인,25.07.03,O,"14,300",15,1,2025,중개거래,충남 천안시 동남구, ,1**,계획관리,472,44131,천안시 동남구, ,개인,목천읍 교촌리,천안시 동남구,충청남도
2023,31.2,집합,제2종근린생활,개인, , ,"23,410",15,1,2025,중개거래,충남 천안시 동남구,1,999,제2종일반주거, ,44131,천안시 동남구, ,법인,신부동,천안시 동남구,충청남도
1984,467.6,일반,숙박,개인, , ,"64,000",10,1,2025,중개거래,충남 천안시 서북구, ,2*,일반상업,301,44131,천안시 동남구, ,개인,영성동,천안시 동남구,충청남도
2003,50.0,집합,판매,개인, , ,"15,500",8,1,2025,중개거래,충남 천안시 동남구,20,784-1,준주거, ,44131,천안시 동남구, ,개인,신방동,천안시 동남구,충청남도
1980,62.8,일반,제1종근린생활,개인, , ,"9,500",9,1,2025,직거래, , ,5*,일반상업,26,44131,천안시 동남구, ,개인,영성동,천안시 동남구,충청남도
2003,50.0,집합,판매,개인, , ,"8,900",2,1,2025,중개거래,충남 천안시 동남구,30,784-1,준주거, ,44131,천안시 동남구, ,개인,신방동,천안시 동남구,충청남도
2017,109.2,집합,제1종근린생활,법인, , ,"24,000",2,1,2025,중개거래,충남 천안시 동남구,5,492,일반상업, ,44131,천안시 동남구, ,법인,청당동,천안시 동남구,충청남도
2022,853.0,일반,제2종근린생활,개인, , ,"309,950",25,2,2025,직거래, , ,5**,제2종일반주거,1124,44131,천안시 동남구, ,개인,용곡동,천안시 동남구,충청남도
2005,2413.23,일반,숙박,개인, , ,"354,000",13,2,2025,중개거래,서울 종로구, ,4**,일반상업,623.7,44131,천안시 동남구, ,개인,신부동,천안시 동남구,충청남도
2021,53.92,집합,숙박,개인, , ,992,26,2,2025,직거래, ,4,672,계획관리, ,44131,천안시 동남구,지분,법인,성남면 용원리,천안시 동남구,충청남도
2011,138.22,집합,제1종근린생활,개인, , ,"60,000",14,2,2025,직거래, ,2,886-1,제2종일반주거, ,44131,천안시 동남구, ,개인,신방동,천안시 동남구,충청남도
 ,245.76,일반,교육연구,개인, , ,"30,000",26,2,2025,중개거래,충남 천안시 동남구, ,6*,계획관리,439,44131,천안시 동남구, ,개인,목천읍 응원리,천안시 동남구,충청남도
2018,91.0,일반,제2종근린생활,개인, , ,"71,471",21,2,2025,직거래, , ,4**,계획관리,2386,44131,천안시 동남구, ,개인,풍세면 용정리,천안시 동남구,충청남도
2005,8.51,일반,제2종근린생활,개인, , ,"4,900",18,2,2025,직거래, , ,2**,일반상업,23,44131,천안시 동남구, ,개인,사직동,천안시 동남구,충청남도
2018,180.18,일반,제1종근린생활,개인, , ,"46,000",10,2,2025,중개거래,충남 천안시 서북구, ,1**,농림,924,44131,천안시 동남구, ,개인,광덕면 대덕리,천안시 동남구,충청남도
